VOR_Picker,VOR_Lines,Date
268,50,7/25/2006
209,38,7/25/2006
449,17,7/25/2006
504,34,7/25/2006
268,3,7/25/2006
504,53,7/25/2006
9010,24,7/25/2006
437,46,7/25/2006
209,14,7/25/2006
209,25,7/25/2006
9010,38,7/25/2006
504,50,7/25/2006
209,75,7/25/2006
209,4,7/25/2006
268,1,7/25/2006
504,53,7/25/2006
116,7,7/25/2006
209,25,7/25/2006
116,33,7/26/2006
116,17,7/26/2006
116,19,7/26/2006
116,193,7/26/2006
455,21,7/26/2006
449,18,7/26/2006
116,19,7/26/2006
116,1,7/26/2006
268,2,7/26/2006
116,39,7/26/2006
116,13,7/26/2006
9010,53,7/26/2006
449,13,7/26/2006
515,19,7/26/2006
209,5,7/26/2006
9011,20,7/26/2006
515,22,7/26/2006
449,3,7/26/2006
116,18,7/26/2006
116,1,7/26/2006
504,42,7/26/2006
459,31,7/26/2006
209,1,7/26/2006
515,50,7/26/2006
203,50,7/26/2006
116,4,7/26/2006
116,4,7/26/2006
462,48,7/26/2006
515,50,7/26/2006
209,12,7/26/2006
505,32,7/26/2006
437,57,7/26/2006
282,68,7/26/2006
459,25,7/26/2006
504,33,7/26/2006
9010,51,7/26/2006
515,31,7/26/2006
269,42,7/26/2006
9010,23,7/26/2006
504,50,7/26/2006
9011,24,7/26/2006
209,2,7/26/2006
504,56,7/26/2006
209,12,7/26/2006
116,7,7/26/2006
116,7,7/26/2006
209,13,7/26/2006
9010,26,7/26/2006
116,1,7/26/2006
269,50,7/26/2006
515,49,7/26/2006
9011,25,7/26/2006
282,50,7/26/2006
449,19,7/26/2006
9010,23,7/26/2006
459,16,7/26/2006
437,33,7/26/2006
504,51,7/26/2006
116,5,7/26/2006
282,50,7/26/2006
116,10,7/26/2006
505,23,7/26/2006
9010,25,7/26/2006
449,58,7/26/2006
262,50,7/26/2006
9011,27,7/26/2006
9010,44,7/26/2006
437,50,7/26/2006
282,58,7/26/2006
505,42,7/26/2006
504,50,7/26/2006
459,25,7/26/2006
9011,35,7/26/2006
203,13,7/26/2006
116,35,7/26/2006
116,1,7/26/2006
462,25,7/26/2006
515,25,7/26/2006
116,221,7/27/2006
116,26,7/27/2006
116,24,7/27/2006
116,1,7/27/2006
116,13,7/27/2006
209,14,7/27/2006
504,21,7/27/2006
9010,25,7/27/2006
282,16,7/27/2006
504,25,7/27/2006
116,3,7/27/2006
116,24,7/27/2006
504,25,7/27/2006
515,22,7/27/2006
268,57,7/27/2006
282,53,7/27/2006
116,6,7/27/2006
116,7,7/27/2006
9010,14,7/27/2006
459,25,7/27/2006
116,2,7/27/2006
116,1,7/27/2006
505,26,7/27/2006
504,50,7/27/2006
282,80,7/27/2006
9010,53,7/27/2006
459,25,7/27/2006
116,6,7/27/2006
116,2,7/27/2006
209,9,7/27/2006
462,34,7/27/2006
269,37,7/27/2006
209,3,7/27/2006
9010,56,7/27/2006
26,26,7/27/2006
269,15,7/27/2006
462,25,7/27/2006
203,50,7/27/2006
262,50,7/27/2006
116,15,7/27/2006
269,27,7/27/2006
459,25,7/27/2006
9011,28,7/27/2006
9010,40,7/27/2006
282,62,7/27/2006
504,51,7/27/2006
515,48,7/27/2006
268,28,7/27/2006
268,77,7/27/2006
459,13,7/27/2006
209,12,7/27/2006
459,25,7/27/2006
209,3,7/27/2006
515,21,7/27/2006
209,7,7/27/2006
9010,40,7/27/2006
282,25,7/27/2006
459,28,7/27/2006
515,48,7/27/2006
504,38,7/27/2006
269,2,7/27/2006
262,53,7/27/2006
462,25,7/27/2006
515,50,7/27/2006
203,50,7/27/2006
459,26,7/27/2006
209,25,7/27/2006
504,51,7/27/2006
51,1,7/27/2006
116,2,7/27/2006
282,56,7/27/2006
459,30,7/27/2006
116,6,7/27/2006
515,51,7/27/2006
165,2,7/27/2006
209,38,7/27/2006
116,4,7/28/2006
116,21,7/28/2006
269,21,7/28/2006
9011,27,7/28/2006
459,24,7/28/2006
504,63,7/28/2006
9010,52,7/28/2006
449,21,7/28/2006
459,27,7/28/2006
515,14,7/28/2006
515,9,7/28/2006
116,13,7/28/2006
9011,36,7/28/2006
9010,11,7/28/2006
BO,33,7/28/2006
116,7,7/28/2006
9010,13,7/28/2006
459,25,7/28/2006
449,16,7/28/2006
504,32,7/28/2006
9010,25,7/28/2006
459,25,7/28/2006
515,25,7/28/2006
269,12,7/28/2006
449,14,7/28/2006
282,50,7/28/2006
459,29,7/28/2006
203,26,7/28/2006
515,16,7/28/2006
504,59,7/28/2006
505,25,7/28/2006
459,21,7/28/2006
515,25,7/28/2006
209,3,7/28/2006
459,31,7/28/2006
282,56,7/28/2006
9010,47,7/28/2006
116,17,7/28/2006
116,32,7/28/2006
116,32,7/28/2006
116,9,7/28/2006
116,215,7/28/2006
268,2,7/28/2006
504,54,7/28/2006
449,14,7/28/2006
9011,18,7/28/2006
9010,28,7/28/2006
116,20,7/28/2006
116,2,7/28/2006
269,22,7/28/2006
209,8,7/28/2006
116,9,7/28/2006
116,1,7/28/2006
209,14,7/28/2006
262,50,7/28/2006
9010,25,7/28/2006
515,5,7/28/2006
282,23,7/28/2006
269,12,7/28/2006
116,1,7/28/2006
116,1,7/28/2006
9010,38,7/28/2006
515,6,7/28/2006
282,50,7/28/2006
262,56,7/28/2006
515,25,7/28/2006
504,56,7/28/2006
209,1,7/28/2006
269,22,7/28/2006
459,25,7/28/2006
209,1,7/28/2006
459,13,7/28/2006
209,5,7/28/2006
116,19,7/31/2006
116,23,7/31/2006
116,160,7/31/2006
116,18,7/31/2006
116,18,7/31/2006
268,3,7/31/2006
116,1,7/31/2006
116,15,7/31/2006
116,2,7/31/2006
504,28,7/31/2006
9011,27,7/31/2006
512,27,7/31/2006
504,27,7/31/2006
437,53,7/31/2006
262,50,7/31/2006
209,14,7/31/2006
504,50,7/31/2006
282,50,7/31/2006
116,6,7/31/2006
116,2,7/31/2006
459,27,7/31/2006
504,45,7/31/2006
437,25,7/31/2006
515,50,7/31/2006
116,17,7/31/2006
116,7,7/31/2006
437,44,7/31/2006
459,22,7/31/2006
504,39,7/31/2006
9011,21,7/31/2006
512,48,7/31/2006
449,41,7/31/2006
455,10,7/31/2006
459,26,7/31/2006
116,11,7/31/2006
459,26,7/31/2006
209,8,7/31/2006
437,34,7/31/2006
9011,26,7/31/2006
459,27,7/31/2006
512,38,7/31/2006
459,30,7/31/2006
209,1,7/31/2006
209,6,7/31/2006
269,30,7/31/2006
437,28,7/31/2006
515,45,7/31/2006
459,25,7/31/2006
459,28,7/31/2006
116,4,7/31/2006
116,9,7/31/2006
9011,20,7/31/2006
282,37,7/31/2006
459,25,7/31/2006
512,25,7/31/2006
515,52,7/31/2006
459,25,7/31/2006
9011,22,7/31/2006
442,25,7/31/2006
140,25,7/31/2006
269,31,7/31/2006
203,62,7/31/2006
512,46,7/31/2006
116,7,7/31/2006
140,20,7/31/2006
262,83,7/31/2006
442,42,7/31/2006
269,25,7/31/2006
9011,28,7/31/2006
282,25,7/31/2006
116,8,7/31/2006
459,36,7/31/2006
269,50,7/31/2006
512,24,7/31/2006
282,52,7/31/2006
437,25,7/31/2006
116,44,8/1/2006
116,15,8/1/2006
455,28,8/1/2006
268,3,8/1/2006
116,7,8/1/2006
116,1,8/1/2006
504,36,8/1/2006
116,18,8/1/2006
116,2,8/1/2006
116,13,8/1/2006
116,3,8/1/2006
504,26,8/1/2006
459,25,8/1/2006
209,3,8/1/2006
504,25,8/1/2006
209,4,8/1/2006
282,26,8/1/2006
262,48,8/1/2006
209,16,8/1/2006
512,52,8/1/2006
504,51,8/1/2006
459,27,8/1/2006
116,10,8/1/2006
116,1,8/1/2006
282,50,8/1/2006
504,51,8/1/2006
116,11,8/1/2006
116,198,8/1/2006
437,43,8/1/2006
459,22,8/1/2006
269,48,8/1/2006
116,90,8/1/2006
504,26,8/1/2006
9011,25,8/1/2006
512,27,8/1/2006
449,23,8/1/2006
116,14,8/1/2006
512,45,8/1/2006
449,29,8/1/2006
9011,26,8/1/2006
504,34,8/1/2006
459,4,8/1/2006
116,37,8/1/2006
165,1,8/1/2006
269,51,8/1/2006
282,49,8/1/2006
437,52,8/1/2006
9011,25,8/1/2006
512,60,8/1/2006
449,40,8/1/2006
459,35,8/1/2006
116,2,8/1/2006
116,16,8/1/2006
504,52,8/1/2006
9011,26,8/1/2006
459,25,8/1/2006
269,50,8/1/2006
282,50,8/1/2006
442,48,8/1/2006
203,26,8/1/2006
437,50,8/1/2006
262,59,8/1/2006
459,25,8/1/2006
116,2,8/1/2006
116,10,8/1/2006
282,50,8/1/2006
515,64,8/1/2006
209,5,8/1/2006
9011,25,8/1/2006
269,50,8/1/2006
459,23,8/1/2006
512,49,8/1/2006
437,25,8/1/2006
209,8,8/1/2006
9011,18,8/1/2006
262,25,8/1/2006
515,25,8/1/2006
209,1,8/1/2006
116,2,8/3/2006
1169,22,8/3/2006
459,27,8/3/2006
805,28,8/3/2006
512,39,8/3/2006
504,54,8/3/2006
9011,25,8/3/2006
209,4,8/3/2006
449,30,8/3/2006
455,22,8/3/2006
116,5,8/3/2006
9011,33,8/3/2006
512,46,8/3/2006
504,57,8/3/2006
805,32,8/3/2006
116,21,8/3/2006
116,10,8/3/2006
9011,25,8/3/2006
269,51,8/3/2006
515,38,8/3/2006
504,52,8/3/2006
437,28,8/3/2006
116,8,8/3/2006
459,29,8/3/2006
9011,25,8/3/2006
282,46,8/3/2006
504,50,8/3/2006
269,62,8/3/2006
442,51,8/3/2006
515,50,8/3/2006
459,25,8/3/2006
9011,25,8/3/2006
512,31,8/3/2006
282,50,8/3/2006
282,26,8/3/2006
203,50,8/3/2006
116,7,8/3/2006
116,31,8/3/2006
504,50,8/3/2006
116,9,8/3/2006
269,17,8/3/2006
209,10,8/3/2006
11,1,8/3/2006
282,61,8/3/2006
504,26,8/3/2006
459,25,8/3/2006
515,25,8/3/2006
116,41,8/3/2006
116,4,8/3/2006
9011,21,8/7/2006
805,20,8/7/2006
512,57,8/7/2006
449,19,8/7/2006
455,8,8/7/2006
459,25,8/7/2006
515,51,8/7/2006
116,15,8/7/2006
459,28,8/7/2006
9011,19,8/7/2006
504,25,8/7/2006
437,26,8/7/2006
805,8,8/7/2006
449,7,8/7/2006
512,11,8/7/2006
805,29,8/7/2006
449,13,8/7/2006
9011,1,8/7/2006
9011,18,8/7/2006
512,10,8/7/2006
116,13,8/7/2006
116,1,8/7/2006
209,3,8/7/2006
459,35,8/7/2006
269,35,8/7/2006
9011,25,8/7/2006
437,13,8/7/2006
449,26,8/7/2006
504,32,8/7/2006
805,18,8/7/2006
282,44,8/7/2006
515,25,8/7/2006
512,40,8/7/2006
116,4,8/7/2006
116,3,8/7/2006
805,25,8/7/2006
9011,37,8/7/2006
459,23,8/7/2006
9011,35,8/7/2006
116,36,8/7/2006
459,25,8/7/2006
459,12,8/7/2006
209,3,8/7/2006
504,50,8/7/2006
805,25,8/7/2006
459,3,8/7/2006
282,51,8/8/2006
805,19,8/8/2006
437,25,8/8/2006
203,51,8/8/2006
504,52,8/8/2006
459,26,8/8/2006
262,50,8/8/2006
209,5,8/8/2006
805,25,8/8/2006
9011,41,8/8/2006
515,25,8/8/2006
459,23,8/8/2006
512,33,8/8/2006
504,53,8/8/2006
459,29,8/8/2006
282,50,8/8/2006
515,37,8/8/2006
116,7,8/8/2006
116,4,8/8/2006
805,28,8/8/2006
437,26,8/8/2006
262,46,8/8/2006
512,25,8/8/2006
209,8,8/8/2006
437,22,8/8/2006
9011,29,8/8/2006
209,41,8/8/2006
449,37,8/8/2006
116,11,8/8/2006
268,3,8/8/2006
805,12,8/8/2006
512,26,8/8/2006
459,25,8/8/2006
437,25,8/8/2006
504,50,8/8/2006
512,35,8/8/2006
504,26,8/8/2006
116,15,8/8/2006
116,2,8/8/2006
449,5,8/8/2006
209,6,8/8/2006
512,30,8/8/2006
282,51,8/8/2006
449,17,8/8/2006
805,19,8/8/2006
459,25,8/8/2006
9011,50,8/8/2006
515,25,8/8/2006
504,44,8/8/2006
209,8,8/8/2006
805,24,8/8/2006
437,25,8/8/2006
459,25,8/8/2006
282,50,8/8/2006
203,38,8/8/2006
504,50,8/8/2006
262,50,8/8/2006
9011,51,8/8/2006
512,64,8/8/2006
515,56,8/8/2006
459,25,8/8/2006
116,36,8/8/2006
116,17,8/8/2006
116,9,8/8/2006
116,332,8/8/2006
459,32,8/8/2006
512,48,8/8/2006
504,47,8/8/2006
116,1,8/8/2006
116,29,8/8/2006
459,28,8/8/2006
116,1,8/8/2006
209,9,8/8/2006
209,7,8/8/2006
455,9,8/8/2006
805,15,8/8/2006
442,21,8/8/2006
116,8,8/8/2006
116,1,8/8/2006
282,23,8/8/2006
504,12,8/8/2006
459,5,8/8/2006
459,17,8/8/2006
116,8,8/8/2006
437,26,8/8/2006
512,25,8/8/2006
515,25,8/8/2006
116,1,8/8/2006
282,50,8/8/2006
437,25,8/8/2006
116,12,8/8/2006
116,9,8/8/2006
437,34,8/9/2006
504,26,8/9/2006
805,25,8/9/2006
512,52,8/9/2006
9011,25,8/9/2006
455,26,8/9/2006
116,3,8/9/2006
116,1,8/9/2006
449,27,8/9/2006
268,6,8/9/2006
504,16,8/9/2006
805,45,8/9/2006
459,30,8/9/2006
209,3,8/9/2006
449,15,8/9/2006
504,21,8/9/2006
805,20,8/9/2006
116,28,8/9/2006
268,55,8/9/2006
515,49,8/9/2006
512,60,8/9/2006
449,40,8/9/2006
437,50,8/9/2006
459,25,8/9/2006
805,25,8/9/2006
504,50,8/9/2006
449,34,8/9/2006
9011,27,8/9/2006
459,27,8/9/2006
515,52,8/9/2006
262,50,8/9/2006
269,50,8/9/2006
437,50,8/9/2006
282,50,8/9/2006
459,25,8/9/2006
9011,25,8/9/2006
504,44,8/9/2006
512,54,8/9/2006
515,50,8/9/2006
459,22,8/9/2006
437,30,8/9/2006
9011,30,8/9/2006
805,28,8/9/2006
282,75,8/9/2006
209,4,8/9/2006
269,59,8/9/2006
459,10,8/9/2006
116,39,8/9/2006
116,190,8/9/2006
116,64,8/9/2006
116,2,8/9/2006
459,18,8/9/2006
116,19,8/9/2006
116,3,8/9/2006
459,25,8/9/2006
512,60,8/9/2006
9011,48,8/9/2006
504,2,8/9/2006
116,9,8/9/2006
116,6,8/9/2006
9011,22,8/9/2006
459,22,8/9/2006
504,25,8/9/2006
9011,16,8/9/2006
282,51,8/9/2006
512,22,8/9/2006
116,17,8/9/2006
116,1,8/9/2006
209,13,8/9/2006
116,11,8/9/2006
116,2,8/9/2006
504,50,8/9/2006
262,50,8/9/2006
515,25,8/9/2006
437,25,8/9/2006
805,25,8/9/2006
437,34,8/10/2006
116,79,8/10/2006
116,12,8/10/2006
459,20,8/10/2006
459,31,8/10/2006
116,2,8/10/2006
512,504,8/10/2006
504,35,8/10/2006
9011,26,8/10/2006
116,17,8/10/2006
449,21,8/10/2006
269,51,8/10/2006
437,31,8/10/2006
116,9,8/10/2006
805,40,8/10/2006
504,36,8/10/2006
512,30,8/10/2006
805,25,8/10/2006
209,2,8/10/2006
504,27,8/10/2006
116,9,8/10/2006
805,23,8/10/2006
282,38,8/10/2006
269,43,8/10/2006
116,11,8/10/2006
515,47,8/10/2006
504,54,8/10/2006
269,55,8/10/2006
262,51,8/10/2006
285,59,8/10/2006
459,33,8/10/2006
805,25,8/10/2006
515,50,8/10/2006
469,35,8/10/2006
437,22,8/10/2006
504,59,8/10/2006
437,25,8/10/2006
262,26,8/10/2006
209,6,8/10/2006
116,197,8/10/2006
116,14,8/10/2006
116,7,8/10/2006
9011,37,8/10/2006
449,11,8/10/2006
209,6,8/10/2006
116,17,8/10/2006
449,12,8/10/2006
9011,41,8/10/2006
459,11,8/10/2006
449,32,8/10/2006
512,50,8/10/2006
209,13,8/10/2006
515,25,8/10/2006
437,26,8/10/2006
805,25,8/10/2006
504,16,8/10/2006
459,20,8/10/2006
1,1,8/10/2006
437,46,8/10/2006
805,17,8/10/2006
512,25,8/10/2006
116,15,8/10/2006
116,22,8/10/2006
512,50,8/10/2006
285,22,8/10/2006
209,50,8/10/2006
805,25,8/10/2006
116,7,8/10/2006
116,2,8/10/2006
437,20,8/10/2006
262,50,8/10/2006
285,25,8/10/2006
515,25,8/10/2006
459,14,8/10/2006
209,1,8/10/2006
9011,24,8/11/2006
116,20,8/3/2006
22,0,8/3/2006
17,0,8/3/2006
116,223,8/3/2006
116,11,8/3/2006
116,1,8/3/2006
1,18,8/3/2006
268,4,8/3/2006
116,4,8/3/2006
116,1,8/3/2006
449,3,8/3/2006
459,22,8/3/2006
1,53,8/3/2006
504,25,8/3/2006
437,29,8/3/2006
512,29,8/3/2006
512,52,8/3/2006
209,9,8/3/2006
805,25,8/3/2006
209,2,8/3/2006
459,31,8/3/2006
515,50,8/3/2006
437,50,8/3/2006
442,29,8/3/2006
9011,59,8/3/2006
512,52,8/3/2006
437,23,8/4/2006
269,27,8/4/2006
515,25,8/4/2006
282,50,8/4/2006
512,21,8/4/2006
9011,25,8/4/2006
116,22,8/4/2006
262,66,8/4/2006
805,28,8/4/2006
209,14,8/4/2006
269,5,8/4/2006
512,35,8/4/2006
209,4,8/4/2006
805,25,8/4/2006
9011,31,8/4/2006
459,24,8/4/2006
504,50,8/4/2006
512,34,8/4/2006
449,27,8/4/2006
455,20,8/4/2006
805,25,8/4/2006
459,14,8/4/2006
116,3,8/4/2006
116,4,8/4/2006
459,34,8/4/2006
805,27,8/4/2006
449,12,8/4/2006
9011,18,8/4/2006
209,8,8/4/2006
9011,29,8/4/2006
269,6,8/4/2006
459,25,8/4/2006
209,10,8/4/2006
9011,34,8/4/2006
449,33,8/4/2006
269,11,8/4/2006
449,17,8/4/2006
282,38,8/4/2006
512,31,8/4/2006
437,24,8/4/2006
269,14,8/4/2006
515,22,8/4/2006
437,24,8/4/2006
282,50,8/4/2006
9011,20,8/4/2006
512,32,8/4/2006
269,25,8/4/2006
515,24,8/4/2006
442,28,8/4/2006
805,29,8/4/2006
116,27,8/4/2006
116,234,8/4/2006
116,7,8/4/2006
209,30,8/4/2006
116,7,8/4/2006
116,2,8/4/2006
116,16,8/4/2006
116,2,8/4/2006
437,26,8/4/2006
805,23,8/4/2006
515,12,8/4/2006
209,2,8/4/2006
512,25,8/4/2006
515,22,8/4/2006
282,25,8/4/2006
116,24,8/4/2006
262,54,8/4/2006
459,30,8/4/2006
209,8,8/4/2006
282,36,8/4/2006
9011,25,8/4/2006
269,13,8/4/2006
116,3,8/4/2006
116,3,8/4/2006
515,38,8/4/2006
437,22,8/4/2006
116,28,8/7/2006
116,11,8/7/2006
116,199,8/7/2006
116,7,8/7/2006
437,24,8/7/2006
268,3,8/7/2006
116,3,8/7/2006
262,53,8/7/2006
116,19,8/7/2006
116,3,8/7/2006
515,24,8/7/2006
449,4,8/7/2006
512,25,8/7/2006
262,20,8/7/2006
437,25,8/7/2006
459,25,8/7/2006
459,1,8/7/2006
504,25,8/7/2006
262,24,8/7/2006
515,51,8/7/2006
449,55,8/7/2006
262,55,8/7/2006
437,25,8/7/2006
282,58,8/7/2006
504,53,8/7/2006
512,23,8/7/2006
805,25,8/7/2006
512,56,8/7/2006
437,27,8/7/2006
515,50,8/7/2006
282,51,8/7/2006
116,9,8/7/2006
116,2,8/7/2006
9011,32,8/7/2006
209,13,8/7/2006
209,4,8/7/2006
262,50,8/7/2006
515,25,8/7/2006
437,25,8/7/2006
116,6,8/7/2006
459,22,8/7/2006
437,22,8/7/2006
504,27,8/7/2006
269,53,8/24/2006
504,29,8/24/2006
455,30,8/24/2006
475,20,8/24/2006
116,4,8/24/2006
116,11,8/24/2006
282,53,8/24/2006
437,31,8/24/2006
475,25,8/24/2006
209,3,8/24/2006
475,24,8/24/2006
455,25,8/24/2006
282,50,8/24/2006
209,7,8/24/2006
504,25,8/24/2006
475,50,8/24/2006
455,25,8/24/2006
512,44,8/24/2006
262,50,8/24/2006
282,51,8/24/2006
504,25,8/24/2006
437,25,8/24/2006
269,25,8/24/2006
437,32,8/24/2006
512,25,8/24/2006
116,4,8/24/2006
475,26,8/24/2006
269,40,8/24/2006
515,61,8/24/2006
282,29,8/24/2006
268,25,8/24/2006
475,23,8/24/2006
209,6,8/24/2006
262,50,8/24/2006
512,25,8/24/2006
165,18,8/24/2006
455,25,8/24/2006
282,25,8/24/2006
269,25,8/24/2006
475,26,8/24/2006
203,51,8/24/2006
512,36,8/24/2006
269,33,8/24/2006
282,26,8/24/2006
116,7,8/24/2006
116,11,8/24/2006
165,15,8/24/2006
209,43,8/24/2006
203,54,8/24/2006
515,25,8/24/2006
282,25,8/24/2006
262,26,8/24/2006
512,25,8/24/2006
437,25,8/24/2006
269,23,8/24/2006
116,229,8/24/2006
116,71,8/24/2006
116,4,8/24/2006
209,4,8/24/2006
116,18,8/24/2006
116,8,8/24/2006
515,23,8/24/2006
209,1,8/24/2006
262,30,8/24/2006
437,25,8/24/2006
116,37,8/24/2006
116,2,8/24/2006
515,26,8/24/2006
437,26,8/24/2006
455,25,8/24/2006
475,31,8/24/2006
455,25,8/24/2006
0,0,8/24/2006
0,0,8/24/2006
0,0,8/24/2006
0,0,8/24/2006
0,0,8/24/2006
0,0,8/24/2006
0,0,8/24/2006
0,0,8/24/2006
0,0,8/24/2006
0,0,8/24/2006
512,24,8/25/2006
116,51,8/25/2006
116,3,8/25/2006
262,19,8/25/2006
512,17,8/25/2006
206,3,8/25/2006
116,12,8/25/2006
475,32,8/25/2006
437,23,8/25/2006
512,3,8/25/2006
116,5,8/25/2006
515,38,8/25/2006
512,54,8/25/2006
475,52,8/25/2006
282,32,8/25/2006
437,23,8/25/2006
148,25,8/25/2006
437,50,8/25/2006
148,25,8/25/2006
437,50,8/25/2006
282,25,8/25/2006
209,12,8/25/2006
116,8,8/25/2006
148,25,8/25/2006
79,39,8/25/2006
505,31,8/25/2006
455,21,8/25/2006
268,25,8/25/2006
209,1,8/25/2006
437,29,8/25/2006
282,25,8/25/2006
515,21,8/25/2006
512,25,8/25/2006
219,4,8/25/2006
475,24,8/25/2006
437,24,8/25/2006
262,28,8/25/2006
512,23,8/25/2006
282,50,8/25/2006
79,25,8/25/2006
116,43,8/25/2006
116,14,8/25/2006
148,22,8/25/2006
79,18,8/25/2006
505,28,8/25/2006
116,14,8/25/2006
116,117,8/25/2006
475,27,8/25/2006
455,53,8/25/2006
268,2,8/25/2006
52,25,8/25/2006
116,13,8/25/2006
475,51,8/25/2006
437,20,8/25/2006
282,20,8/25/2006
b,20,8/25/2006
515,45,8/25/2006
262,44,8/25/2006
475,56,8/25/2006
282,50,8/25/2006
515,33,8/25/2006
512,26,8/25/2006
209,5,8/25/2006
262,26,8/25/2006
116,11,8/25/2006
116,3,8/25/2006
475,25,8/25/2006
116,4,8/25/2006
515,30,8/25/2006
515,20,8/29/2006
262,23,8/29/2006
515,39,8/29/2006
262,38,8/29/2006
116,201,8/29/2006
515,26,8/29/2006
116,11,8/29/2006
512,28,8/29/2006
8003,34,8/29/2006
116,4,8/29/2006
116,62,8/29/2006
515,19,8/29/2006
268,1,8/29/2006
437,43,8/29/2006
282,51,8/29/2006
8003,32,8/29/2006
512,27,8/29/2006
475,28,8/29/2006
8003,17,8/29/2006
116,6,8/29/2006
512,32,8/29/2006
469,50,8/29/2006
209,9,8/29/2006
515,25,8/29/2006
437,25,8/29/2006
437,28,8/29/2006
512,27,8/29/2006
285,29,8/29/2006
116,16,8/29/2006
8003,22,8/29/2006
262,53,8/29/2006
282,60,8/29/2006
455,18,8/29/2006
512,26,8/29/2006
437,25,8/29/2006
455,24,8/29/2006
203,55,8/29/2006
475,25,8/29/2006
469,50,8/29/2006
437,25,8/29/2006
285,25,8/29/2006
209,17,8/29/2006
455,26,8/29/2006
8003,27,8/29/2006
116,3,8/29/2006
116,2,8/29/2006
219,1,8/29/2006
262,50,8/29/2006
512,18,8/29/2006
285,25,8/29/2006
209,5,8/29/2006
116,126,8/29/2006
116,9,8/29/2006
262,51,8/29/2006
515,26,8/29/2006
116,17,8/29/2006
116,2,8/29/2006
209,1,8/29/2006
116,4,8/29/2006
475,25,8/29/2006
285,25,8/29/2006
475,35,8/29/2006
515,60,8/29/2006
475,22,8/29/2006
469,50,8/29/2006
475,25,8/29/2006
8003,25,8/29/2006
285,25,8/29/2006
515,29,8/29/2006
512,26,8/29/2006
282,57,8/29/2006
437,23,8/29/2006
475,25,8/29/2006
285,25,8/29/2006
209,1,8/29/2006
469,62,8/29/2006
209,2,8/29/2006
437,25,8/29/2006
282,53,8/29/2006
475,30,8/29/2006
515,12,8/29/2006
455,29,8/30/2006
437,42,8/30/2006
262,46,8/30/2006
469,53,8/30/2006
285,53,8/30/2006
475,28,8/30/2006
282,48,8/30/2006
268,15,8/30/2006
116,3,8/30/2006
116,10,8/30/2006
285,47,8/30/2006
116,20,8/30/2006
512,30,8/30/2006
515,50,8/30/2006
455,22,8/30/2006
282,59,8/30/2006
262,30,8/30/2006
285,25,8/30/2006
437,27,8/30/2006
209,9,8/30/2006
469,25,8/30/2006
512,25,8/30/2006
455,24,8/30/2006
437,22,8/30/2006
512,25,8/30/2006
285,25,8/30/2006
437,22,8/30/2006
282,28,8/30/2006
262,25,8/30/2006
469,26,8/30/2006
116,3,8/30/2006
116,26,8/30/2006
455,25,8/30/2006
282,64,8/30/2006
285,32,8/30/2006
455,24,8/30/2006
262,72,8/30/2006
219,5,8/30/2006
512,32,8/30/2006
282,30,8/30/2006
285,28,8/30/2006
116,30,8/30/2006
116,5,8/30/2006
116,246,8/30/2006
116,49,8/30/2006
116,13,8/30/2006
116,19,8/30/2006
116,4,8/30/2006
116,2,8/30/2006
437,31,8/30/2006
469,40,8/30/2006
475,23,8/30/2006
475,30,8/30/2006
285,28,8/30/2006
116,26,8/30/2006
116,1,8/30/2006
469,25,8/30/2006
282,26,8/30/2006
515,21,8/30/2006
262,26,8/30/2006
437,25,8/30/2006
469,25,8/30/2006
475,25,8/30/2006
203,24,8/30/2006
515,28,8/30/2006
512,25,8/30/2006
285,28,8/30/2006
475,19,8/30/2006
437,17,8/30/2006
437,16,8/30/2006
515,25,8/30/2006
209,2,8/30/2006
469,57,8/30/2006
475,28,8/30/2006
437,32,8/30/2006
209,3,8/30/2006
116,4,8/30/2006
167,35,8/30/2006
,0,8/30/2006
437,34,9/1/2006
475,23,9/1/2006
437,29,9/1/2006
285,33,9/1/2006
282,51,9/1/2006
475,27,9/1/2006
437,25,9/1/2006
278,26,9/1/2006
285,41,9/1/2006
282,40,9/1/2006
209,5,9/1/2006
469,25,9/1/2006
515,21,9/1/2006
475,19,9/1/2006
209,1,9/1/2006
437,23,9/1/2006
515,30,9/1/2006
282,51,9/1/2006
475,38,9/1/2006
469,25,9/1/2006
285,63,9/1/2006
282,21,9/1/2006
475,24,9/1/2006
437,19,9/1/2006
469,28,9/1/2006
469,27,9/1/2006
282,53,9/1/2006
475,31,9/1/2006
209,2,9/1/2006
209,7,9/1/2006
285,25,9/1/2006
116,24,9/1/2006
116,2,9/1/2006
116,5,9/1/2006
116,21,9/1/2006
116,7,9/1/2006
116,186,9/1/2006
116,40,9/1/2006
116,18,9/1/2006
116,3,9/1/2006
469,61,9/1/2006
475,12,9/1/2006
282,19,9/1/2006
209,2,9/1/2006
268,1,9/1/2006
116,22,9/1/2006
116,1,9/1/2006
469,42,9/1/2006
475,15,9/1/2006
209,1,9/1/2006
275,20,9/1/2006
515,12,9/1/2006
116,5,9/1/2006
116,1,9/1/2006
285,48,9/1/2006
469,26,9/1/2006
437,14,9/1/2006
515,13,9/1/2006
515,31,9/1/2006
437,27,9/1/2006
282,17,9/1/2006
515,36,9/1/2006
209,3,9/1/2006
437,31,9/1/2006
515,25,9/1/2006
116,25,9/7/2006
116,14,9/7/2006
116,6,9/7/2006
116,2,9/7/2006
